path,tortuosity_mean,tortuosity_std,tortuosity_median,curvature_mean,curvature_std,curvature_median,curvature_var_mean,curvature_var_std,curvature_var_median,n_edges,strands
H:\Project MegaCRACK-RoboCRACK\Real World Data\USC PhD\Semantic Segmentation\Dataset 6 - Cracks-1K (448 x 252)\Pixel Labels\train\2017_01_29_12_48_37_1239.png,1.3131070559300249,0.2191965339754896,1.2498257735178422,0.11562683338219958,0.05641435615251086,0.1084896633882611,0.026924627872876392,0.03083615917333431,0.01590863558555106,6,"[{'tortuosity': 1.192295094094373, 'mean_curvature': 0.15279184005473673, 'curvature_variance': 0.030772650892969863}, {'tortuosity': 1.3898410134242907, 'mean_curvature': 0.14858273686313045, 'curvature_variance': 0.027018147471487}, {'tortuosity': 1.0485281374238573, 'mean_curvature': 0.06839658991339174, 'curvature_variance': 0.004799123699615117}, {'tortuosity': 1.7483265436019446, 'mean_curvature': 0.20533887125231906, 'curvature_variance': 0.09124100411217911}, {'tortuosity': 1.236186772250618, 'mean_curvature': 0.05714396650002761, 'curvature_variance': 0.004143217389296713}, {'tortuosity': 1.2634647747850667, 'mean_curvature': 0.061506995709591866, 'curvature_variance': 0.0035736236717105554}]"
H:\Project DLCRACK\External Datasets\Yahui Liu - DeepCrack\Pixel Labels\train_crack_bmp\11143.bmp,1.779827373033782,0.8014345100236756,1.5720451197995997,0.3501986740018166,0.6569493419875974,0.1602518836304886,9.845009911567827,37.823215064805986,0.044923443058216425,40,"[{'tortuosity': 1.1949240293520447, 'mean_curvature': 0.09376336530789689, 'curvature_variance': 0.009651386829757717}, {'tortuosity': 1.456719515907287, 'mean_curvature': 0.18527114850612472, 'curvature_variance': 0.06748675100953527}, {'tortuosity': 1.1367006512873754, 'mean_curvature': 0.07301695410823927, 'curvature_variance': 0.00463950640309882}, {'tortuosity': 2.5184054933470232, 'mean_curvature': 0.20200592869574244, 'curvature_variance': 0.04523399804408212}, {'tortuosity': 1.096857139370051, 'mean_curvature': 0.06373891551936975, 'curvature_variance': 0.0023293489711175867}, {'tortuosity': 1.6314783367517651, 'mean_curvature': 0.1580766845609503, 'curvature_variance': 0.0268413228954171}, {'tortuosity': 1.5552692742489058, 'mean_curvature': 0.21049266510037046, 'curvature_variance': 0.044612888072350726}, {'tortuosity': 1.119891662686344, 'mean_curvature': 0.07064193764382029, 'curvature_variance': 0.0027936897475571536}, {'tortuosity': 1.159229273512439, 'mean_curvature': 0.11846112670083725, 'curvature_variance': 0.008317196881817111}, {'tortuosity': 2.501444135443619, 'mean_curvature': 0.3912783315714821, 'curvature_variance': 0.6721359346669424}, {'tortuosity': 1.0591733660532994, 'mean_curvature': 0.021314931251330573, 'curvature_variance': 0.00017793001459920832}, {'tortuosity': 3.1890004453723413, 'mean_curvature': 0.8357822857091725, 'curvature_variance': 4.05672742426342}, {'tortuosity': 1.6649096535518246, 'mean_curvature': 0.15471477311387247, 'curvature_variance': 0.050066058329853225}, {'tortuosity': 1.7958954830349447, 'mean_curvature': 0.1664048882276102, 'curvature_variance': 0.09020165870383773}, {'tortuosity': 1.6658184113171457, 'mean_curvature': 0.12750366694756843, 'curvature_variance': 0.08583899143725632}, {'tortuosity': 1.226497930084414, 'mean_curvature': 0.11920524109436711, 'curvature_variance': 0.009227871134359774}, {'tortuosity': 1.2281943910546005, 'mean_curvature': 0.08113731246295396, 'curvature_variance': 0.016163082811351565}, {'tortuosity': 1.484586548040218, 'mean_curvature': 0.08311560198897046, 'curvature_variance': 0.009623058779673954}, {'tortuosity': 1.272982540014183, 'mean_curvature': 0.06327085991921094, 'curvature_variance': 0.0019407750868443722}, {'tortuosity': 1.6067049713672423, 'mean_curvature': 0.23477635137983918, 'curvature_variance': 0.1373370882988496}, {'tortuosity': 1.797938582393, 'mean_curvature': 1.4131698946843372, 'curvature_variance': 49.43711727932314}, {'tortuosity': 2.399704603673576, 'mean_curvature': 0.1715247353701159, 'curvature_variance': 0.05850512462771852}, {'tortuosity': 1.6557849093816333, 'mean_curvature': 0.21202944804136922, 'curvature_variance': 0.22213864246236834}, {'tortuosity': 1.4497041623682325, 'mean_curvature': 0.10013970788267816, 'curvature_variance': 0.012227530679690537}, {'tortuosity': 1.184162586263047, 'mean_curvature': 0.11132575197442234, 'curvature_variance': 0.010921875661675531}, {'tortuosity': 1.7504468268999622, 'mean_curvature': 0.21706647728379708, 'curvature_variance': 0.052343367153723216}, {'tortuosity': 1.9313431457414774, 'mean_curvature': 0.23419050129378988, 'curvature_variance': 0.18432892368563678}, {'tortuosity': 1.5282644930992386, 'mean_curvature': 0.16693804830027434, 'curvature_variance': 0.012910888172930056}, {'tortuosity': 2.713499443371098, 'mean_curvature': 0.30918781931955885, 'curvature_variance': 0.5702458887478818}, {'tortuosity': 1.5888209653502936, 'mean_curvature': 0.227730121220018, 'curvature_variance': 0.11931086942633995}, {'tortuosity': 1.907913852244684, 'mean_curvature': 0.19852124326475867, 'curvature_variance': 0.08045589332701615}, {'tortuosity': 1.5503581691695596, 'mean_curvature': 0.13984881791653966, 'curvature_variance': 0.04720717375782938}, {'tortuosity': 1.513049962263912, 'mean_curvature': 0.13116520534179898, 'curvature_variance': 0.0142420984344158}, {'tortuosity': 2.5350979261563107, 'mean_curvature': 2.4586184565168914, 'curvature_variance': 137.7933433635167}, {'tortuosity': 1.1849364354890226, 'mean_curvature': 0.10826146687186619, 'curvature_variance': 0.007067964640542094}, {'tortuosity': 2.8146031375848977, 'mean_curvature': 3.499734561997657, 'curvature_variance': 199.12796819891307}, {'tortuosity': 1.2495530028541024, 'mean_curvature': 0.14876192034383476, 'curvature_variance': 0.027007651426667587}, {'tortuosity': 2.0694793916235192, 'mean_curvature': 0.1624270827000269, 'curvature_variance': 0.020591276393314963}, {'tortuosity': 5.554587850551984, 'mean_curvature': 0.39882112947517284, 'curvature_variance': 0.6446846983328309}, {'tortuosity': 1.2491622230746549, 'mean_curvature': 0.1445116004640266, 'curvature_variance': 0.01643179164785134}]"
H:\Project MegaCRACK-RoboCRACK\Real World Data\USC PhD\Semantic Segmentation\Dataset 6 - Cracks-1K (448 x 252)\Pixel Labels\train\2017_01_26_12_57_15_1937.png,1.2536420866505777,0.05447347107028433,1.2536420866505777,0.06597634101360365,0.0033608695561169466,0.06597634101360365,0.004566717358550958,0.000347929770556248,0.004566717358550958,2,"[{'tortuosity': 1.308115557720862, 'mean_curvature': 0.06261547145748671, 'curvature_variance': 0.00421878758799471}, {'tortuosity': 1.1991686155802934, 'mean_curvature': 0.0693372105697206, 'curvature_variance': 0.004914647129107206}]"
H:\Project MegaCRACK-RoboCRACK\Real World Data\USC PhD\Semantic Segmentation\Dataset 6 - Cracks-1K (448 x 252)\Pixel Labels\test\2017_01_26_16_38_10_2694.png,1.1763576159974911,0.006018631933244034,1.1763576159974911,0.0369542815306741,0.00022398182138239076,0.0369542815306741,0.002802438523369696,0.0003872838463415667,0.002802438523369696,2,"[{'tortuosity': 1.170338984064247, 'mean_curvature': 0.03717826335205649, 'curvature_variance': 0.0024151546770281294}, {'tortuosity': 1.1823762479307351, 'mean_curvature': 0.03673029970929171, 'curvature_variance': 0.0031897223697112628}]"
H:\Project DLCRACK\External Datasets\Yahui Liu - DeepCrack\Pixel Labels\train_crack_bmp\11162-3.bmp,2.6704720926923358,2.451368740464564,1.7367161786621328,0.2622949082584108,0.22222837619418345,0.20415236914318718,0.6125071296724882,2.4542330133249135,0.04243599679579316,60,"[{'tortuosity': 1.0687057498186447, 'mean_curvature': 0.0647407620059419, 'curvature_variance': 0.01591465332053731}, {'tortuosity': 1.586130913923681, 'mean_curvature': 0.16599907551555895, 'curvature_variance': 0.015401522035298825}, {'tortuosity': 1.3109336959928992, 'mean_curvature': 0.4149743478811109, 'curvature_variance': 1.1007758534022696}, {'tortuosity': 2.124321698349821, 'mean_curvature': 0.4717900609243509, 'curvature_variance': 0.8242387921724508}, {'tortuosity': 1.0, 'mean_curvature': 0.0, 'curvature_variance': 0.0}, {'tortuosity': 3.889521700151055, 'mean_curvature': 0.23851647182140198, 'curvature_variance': 0.12754737025651325}, {'tortuosity': 2.685517008534456, 'mean_curvature': 0.10660005877159397, 'curvature_variance': 0.02099159686191648}, {'tortuosity': 1.8087740163083381, 'mean_curvature': 0.1536281400511155, 'curvature_variance': 0.06357757795345828}, {'tortuosity': 1.072929426658402, 'mean_curvature': 0.0, 'curvature_variance': 0.0}, {'tortuosity': 2.612999771902149, 'mean_curvature': 0.3836439333463236, 'curvature_variance': 0.5661511537563757}, {'tortuosity': 1.6405364761592465, 'mean_curvature': 0.26003617392985157, 'curvature_variance': 0.06929133102698612}, {'tortuosity': 3.552094493603146, 'mean_curvature': 0.456312238594359, 'curvature_variance': 1.0108620632110321}, {'tortuosity': 5.060387040126108, 'mean_curvature': 1.0404805251275622, 'curvature_variance': 8.227218643836215}, {'tortuosity': 1.448528137423857, 'mean_curvature': 0.21469376014226543, 'curvature_variance': 0.01750797671634062}, {'tortuosity': 2.260407538917637, 'mean_curvature': 0.14045575236310795, 'curvature_variance': 0.07834403087326759}, {'tortuosity': 1.333026439817263, 'mean_curvature': 0.1908458174717716, 'curvature_variance': 0.022854980578684708}, {'tortuosity': 3.506375624353573, 'mean_curvature': 0.34686987458527374, 'curvature_variance': 0.35440817248076056}, {'tortuosity': 1.3550266547063343, 'mean_curvature': 0.19437855844814297, 'curvature_variance': 0.02682360463098098}, {'tortuosity': 1.412811624583021, 'mean_curvature': 0.1718723274050452, 'curvature_variance': 0.024325876875659}, {'tortuosity': 3.3540310963928976, 'mean_curvature': 0.23906173539733927, 'curvature_variance': 0.1210272783803596}, {'tortuosity': 1.5083439031972006, 'mean_curvature': 0.22115898152882832, 'curvature_variance': 0.048547387254003906}, {'tortuosity': 1.8442148157382126, 'mean_curvature': 0.29469410280799613, 'curvature_variance': 0.1589596980910968}, {'tortuosity': 1.2361468010548324, 'mean_curvature': 0.2161102232458145, 'curvature_variance': 0.006333381732982143}, {'tortuosity': 11.401689433747073, 'mean_curvature': 0.9748633699236009, 'curvature_variance': 17.564765711866794}, {'tortuosity': 1.309291133394011, 'mean_curvature': 0.2490713778923518, 'curvature_variance': 0.05825650233055682}, {'tortuosity': 2.085806024887273, 'mean_curvature': 0.7671112335624534, 'curvature_variance': 0.5244918816500274}, {'tortuosity': 2.0044290976962076, 'mean_curvature': 0.03122948370180184, 'curvature_variance': 0.0005519910413364879}, {'tortuosity': 1.2287403260336198, 'mean_curvature': 0.12668846745102233, 'curvature_variance': 0.006356628820817611}, {'tortuosity': 1.3218200883916658, 'mean_curvature': 0.24463920966117686, 'curvature_variance': 0.021040593853219734}, {'tortuosity': 1.7968704837751466, 'mean_curvature': 0.3420858154421828, 'curvature_variance': 0.08594962552952037}, {'tortuosity': 13.531934208932459, 'mean_curvature': 0.3792089744644044, 'curvature_variance': 0.6665006404840327}, {'tortuosity': 1.5268827230335915, 'mean_curvature': 0.39351799804921034, 'curvature_variance': 0.05641255671499157}, {'tortuosity': 1.2242825646142117, 'mean_curvature': 0.08295798751360553, 'curvature_variance': 0.006366174938647881}, {'tortuosity': 3.835315619791497, 'mean_curvature': 0.43314689779259713, 'curvature_variance': 0.1367134997341281}, {'tortuosity': 3.3570226039551585, 'mean_curvature': 0.7802746026766355, 'curvature_variance': 0.6031349826768642}, {'tortuosity': 2.414213562373095, 'mean_curvature': 0.5159073996724802, 'curvature_variance': 0.08937595618416087}, {'tortuosity': 7.745191845046568, 'mean_curvature': 0.16904239881623145, 'curvature_variance': 0.2524964037884531}, {'tortuosity': 1.159229273512439, 'mean_curvature': 0.169908171802702, 'curvature_variance': 0.010440114968431082}, {'tortuosity': 3.5574404342290697, 'mean_curvature': 0.3321235612046903, 'curvature_variance': 0.5091582798685196}, {'tortuosity': 1.7565983859640522, 'mean_curvature': 0.20017386923277003, 'curvature_variance': 0.018016416978257323}, {'tortuosity': 4.131921567155984, 'mean_curvature': 0.19079984710135062, 'curvature_variance': 0.08768926478014719}, {'tortuosity': 1.2424755783397163, 'mean_curvature': 0.16758903251430343, 'curvature_variance': 0.0363246063375824}, {'tortuosity': 1.1311104421148974, 'mean_curvature': 0.06988980474788832, 'curvature_variance': 0.003107337083955705}, {'tortuosity': 8.787339543725224, 'mean_curvature': 0.20288242183998903, 'curvature_variance': 0.07339009552371444}, {'tortuosity': 1.1372884444355007, 'mean_curvature': 0.1253476211300937, 'curvature_variance': 0.011877412893190846}, {'tortuosity': 1.8917073175463508, 'mean_curvature': 0.1695861901821489, 'curvature_variance': 0.013465431813667777}, {'tortuosity': 1.6128803079609788, 'mean_curvature': 0.0, 'curvature_variance': 0.0}, {'tortuosity': 1.0288232155261727, 'mean_curvature': 0.033434012806162886, 'curvature_variance': 0.00012418792624281606}, {'tortuosity': 1.7969871190067304, 'mean_curvature': 0.07739377849969996, 'curvature_variance': 0.00851461648387363}, {'tortuosity': 1.0787527777935741, 'mean_curvature': 0.0420030477425377, 'curvature_variance': 0.006025430050395349}, {'tortuosity': 6.814545656480226, 'mean_curvature': 0.375097727699098, 'curvature_variance': 1.2092981646444503}, {'tortuosity': 1.5850998008215431, 'mean_curvature': 0.2054223164463853, 'curvature_variance': 0.006287157232450714}, {'tortuosity': 1.7168339713602134, 'mean_curvature': 0.30418255124572513, 'curvature_variance': 0.01594357273802643}, {'tortuosity': 4.997108916311166, 'mean_curvature': 0.38527946982031386, 'curvature_variance': 0.6932575859082707}, {'tortuosity': 1.1083966081388361, 'mean_curvature': 0.11826761975490324, 'curvature_variance': 0.0076316994673943745}, {'tortuosity': 4.387874714192277, 'mean_curvature': 0.7122239235080555, 'curvature_variance': 0.9152938409053275}, {'tortuosity': 1.1462675724497269, 'mean_curvature': 0.07261409506497947, 'curvature_variance': 0.0044501535223237885}, {'tortuosity': 1.3418518216638156, 'mean_curvature': 0.1011337390912701, 'curvature_variance': 0.013041037240824793}, {'tortuosity': 2.3625377494272923, 'mean_curvature': 0.20573355608506833, 'curvature_variance': 0.1335752789215137}, {'tortuosity': 1.0, 'mean_curvature': 0.0, 'curvature_variance': 0.0}]"
H:\Project MegaCRACK-RoboCRACK\Real World Data\USC PhD\Semantic Segmentation\Dataset 6 - Cracks-1K (448 x 252)\Pixel Labels\train\2017_01_25_16_45_40_5683.png,1.2500131535796866,0.052333271876928676,1.2641611200484582,0.07170828818373803,0.016153511654736746,0.0679167253988983,0.018136835810939077,0.021847716399881905,0.005975580931528718,4,"[{'tortuosity': 1.3071040304822827, 'mean_curvature': 0.09710428905486096, 'curvature_variance': 0.055959327535986494}, {'tortuosity': 1.1646263437395479, 'mean_curvature': 0.06278172434411505, 'curvature_variance': 0.006570649706958956}, {'tortuosity': 1.262664465313429, 'mean_curvature': 0.053895412882294595, 'curvature_variance': 0.004636853844712372}, {'tortuosity': 1.2656577747834874, 'mean_curvature': 0.07305172645368155, 'curvature_variance': 0.00538051215609848}]"
H:\Project MegaCRACK-RoboCRACK\Real World Data\USC PhD\Semantic Segmentation\Dataset 6 - Cracks-1K (448 x 252)\Pixel Labels\train\2017_01_29_12_57_46_2713.png,2.2135266665988524,2.438926777996559,1.2432462439882563,0.16888023915249248,0.31232795450129597,0.05302896451146581,16.847775352752173,44.53852192773122,0.011580787626573337,8,"[{'tortuosity': 1.2521094190306397, 'mean_curvature': 0.03555473675722125, 'curvature_variance': 0.003238482745120253}, {'tortuosity': 1.2415994145513425, 'mean_curvature': 0.05941078539314481, 'curvature_variance': 0.04375768871852918}, {'tortuosity': 8.638746138837503, 'mean_curvature': 0.07712544861074962, 'curvature_variance': 0.021847863009747483}, {'tortuosity': 1.148388366197021, 'mean_curvature': 0.05177015456385651, 'curvature_variance': 0.0022524299669244748}, {'tortuosity': 1.2448930734251702, 'mean_curvature': 0.9944886423995828, 'curvature_variance': 134.6856226824481}, {'tortuosity': 1.8755634418843605, 'mean_curvature': 0.05428777445907511, 'curvature_variance': 0.019331417397736205}, {'tortuosity': 1.150870741737853, 'mean_curvature': 0.03200561539175304, 'curvature_variance': 0.0038301578554104676}, {'tortuosity': 1.156042737126932, 'mean_curvature': 0.046398755644556526, 'curvature_variance': 0.0023220998758297653}]"
H:\Project MegaCRACK-RoboCRACK\Real World Data\USC PhD\Semantic Segmentation\Dataset 6 - Cracks-1K (448 x 252)\Pixel Labels\train\2017_02_05_17_10_13_5605.png,1.2127100719161823,0.01677521212403521,1.2127100719161823,0.036367759715037654,0.0018917057984950275,0.036367759715037654,0.0034183779579528215,0.0005039545701545016,0.0034183779579528215,2,"[{'tortuosity': 1.2294852840402175, 'mean_curvature': 0.034476053916542626, 'curvature_variance': 0.00291442338779832}, {'tortuosity': 1.195934859792147, 'mean_curvature': 0.03825946551353268, 'curvature_variance': 0.003922332528107323}]"
H:\Project MegaCRACK-RoboCRACK\Real World Data\USC PhD\Semantic Segmentation\Dataset 6 - Cracks-1K (448 x 252)\Pixel Labels\test\2017_02_05_17_11_24_3505.png,1.1794272858825086,0.03014670570093192,1.1794272858825086,0.039566502972390866,0.0035230126163168264,0.039566502972390866,0.0035122853033778597,0.001444524844131171,0.0035122853033778597,2,"[{'tortuosity': 1.2095739915834405, 'mean_curvature': 0.036043490356074036, 'curvature_variance': 0.002067760459246689}, {'tortuosity': 1.1492805801815766, 'mean_curvature': 0.04308951558870769, 'curvature_variance': 0.004956810147509031}]"
H:\Project DLCRACK\External Datasets\Yahui Liu - DeepCrack\Pixel Labels\test_crack_bmp\11240-8.bmp,1.4101883443155725,0.3440825529316385,1.2766292797395211,0.16496430486901403,0.1451132081786226,0.11201291172194358,0.19159565482245933,0.988056559436032,0.011361444233077354,72,"[{'tortuosity': 1.285982622393824, 'mean_curvature': 0.21627609429353867, 'curvature_variance': 0.07345571271973184}, {'tortuosity': 1.071244746881805, 'mean_curvature': 0.08597962307492411, 'curvature_variance': 0.004796910235696293}, {'tortuosity': 1.314425335202993, 'mean_curvature': 0.15423195873191453, 'curvature_variance': 0.06982680146484774}, {'tortuosity': 1.1713050765420883, 'mean_curvature': 0.07450621136786281, 'curvature_variance': 0.0022978495353761664}, {'tortuosity': 1.6401690952331691, 'mean_curvature': 0.24867750943688313, 'curvature_variance': 0.3445277281661912}, {'tortuosity': 1.104757295895711, 'mean_curvature': 0.05867495846744931, 'curvature_variance': 0.0018668610290332316}, {'tortuosity': 1.1225865041967062, 'mean_curvature': 0.10934471700947355, 'curvature_variance': 0.00033384640601707885}, {'tortuosity': 2.1874710866722564, 'mean_curvature': 0.27217156211078447, 'curvature_variance': 0.07125331220826474}, {'tortuosity': 1.22963633811182, 'mean_curvature': 0.11530950023451965, 'curvature_variance': 0.013347784527733858}, {'tortuosity': 1.4063493376676601, 'mean_curvature': 0.09708872888267157, 'curvature_variance': 0.008573732827289177}, {'tortuosity': 1.1784882699413028, 'mean_curvature': 0.09580313902525008, 'curvature_variance': 0.00268420422752571}, {'tortuosity': 1.5564792914929504, 'mean_curvature': 0.14178885905284416, 'curvature_variance': 0.029815779846379786}, {'tortuosity': 1.183398875919591, 'mean_curvature': 0.09454738061081007, 'curvature_variance': 0.009911202286492449}, {'tortuosity': 2.6566617883018213, 'mean_curvature': 0.18746368752014975, 'curvature_variance': 0.03772298547828885}, {'tortuosity': 1.4778155800203814, 'mean_curvature': 0.0920497829516218, 'curvature_variance': 0.01058381863896666}, {'tortuosity': 1.2193842093278386, 'mean_curvature': 0.17504768997560435, 'curvature_variance': 0.2438879364511731}, {'tortuosity': 1.356124905203927, 'mean_curvature': 0.1778233580243458, 'curvature_variance': 0.3021539193262826}, {'tortuosity': 1.3209847462754358, 'mean_curvature': 0.10213410093282693, 'curvature_variance': 0.009597135328596209}, {'tortuosity': 2.0244663515527224, 'mean_curvature': 0.18443993526230398, 'curvature_variance': 0.05557859887913671}, {'tortuosity': 1.0796691275336336, 'mean_curvature': 0.05563810018309227, 'curvature_variance': 0.0017286914326272765}, {'tortuosity': 1.3073247397427454, 'mean_curvature': 0.10700707011611502, 'curvature_variance': 0.006767599803203287}, {'tortuosity': 1.267275937085218, 'mean_curvature': 0.0923447276746202, 'curvature_variance': 0.0062090964400774015}, {'tortuosity': 1.3128151832402308, 'mean_curvature': 0.10822351603408731, 'curvature_variance': 0.01072980965330474}, {'tortuosity': 1.2160049455764455, 'mean_curvature': 0.09702303768982644, 'curvature_variance': 0.012013361227501919}, {'tortuosity': 1.8438480128572854, 'mean_curvature': 0.2677205864656017, 'curvature_variance': 0.16302602664773758}, {'tortuosity': 1.2096852319578326, 'mean_curvature': 0.10451301722359517, 'curvature_variance': 0.005135715637391847}, {'tortuosity': 1.8457225975097487, 'mean_curvature': 0.36656210395937827, 'curvature_variance': 0.4764631849956401}, {'tortuosity': 1.1627046513114372, 'mean_curvature': 0.08629655218982812, 'curvature_variance': 0.004846914472989392}, {'tortuosity': 1.1710655906427014, 'mean_curvature': 0.09916228754181267, 'curvature_variance': 0.0029508580364503855}, {'tortuosity': 1.5279336057740402, 'mean_curvature': 0.2873970269289807, 'curvature_variance': 0.36489020964758434}, {'tortuosity': 1.724631088341097, 'mean_curvature': 0.1224241371405201, 'curvature_variance': 0.02328353607635253}, {'tortuosity': 1.579537156230546, 'mean_curvature': 0.4371414199238636, 'curvature_variance': 0.3018049551653119}, {'tortuosity': 1.4452576202411347, 'mean_curvature': 0.07655867715533991, 'curvature_variance': 0.01133595003344028}, {'tortuosity': 1.1500052368891416, 'mean_curvature': 0.10024569067003275, 'curvature_variance': 0.003691507367645157}, {'tortuosity': 1.2937204876455, 'mean_curvature': 0.08991781234727886, 'curvature_variance': 0.01868303124898388}, {'tortuosity': 1.120260268812667, 'mean_curvature': 0.07266071143042174, 'curvature_variance': 0.006842906618275943}, {'tortuosity': 1.9309706933867516, 'mean_curvature': 0.9636246067594814, 'curvature_variance': 8.40720162194514}, {'tortuosity': 1.3008706793900473, 'mean_curvature': 0.15303677745366073, 'curvature_variance': 0.007055327740992456}, {'tortuosity': 1.441509804138557, 'mean_curvature': 0.1874128373051224, 'curvature_variance': 0.028061433777408988}, {'tortuosity': 1.6892996683234494, 'mean_curvature': 0.09758450900093751, 'curvature_variance': 0.018890705668060753}, {'tortuosity': 1.1224520645174152, 'mean_curvature': 0.11581626968502966, 'curvature_variance': 0.005159701685728187}, {'tortuosity': 1.8307082215198556, 'mean_curvature': 0.1871354901744282, 'curvature_variance': 0.05076776802930518}, {'tortuosity': 1.0639295738383687, 'mean_curvature': 0.059748331002437004, 'curvature_variance': 0.0020193785511338005}, {'tortuosity': 1.8437864180705186, 'mean_curvature': 0.1747633907442711, 'curvature_variance': 0.01092912040277165}, {'tortuosity': 1.0396259704873785, 'mean_curvature': 0.05594915247804487, 'curvature_variance': 0.0010062060879726786}, {'tortuosity': 1.9498733604525826, 'mean_curvature': 0.7425728986077634, 'curvature_variance': 1.0452790899407647}, {'tortuosity': 1.2209615309611037, 'mean_curvature': 0.07956556387070285, 'curvature_variance': 0.00340841730900477}, {'tortuosity': 1.7747136038120985, 'mean_curvature': 0.1650102472684379, 'curvature_variance': 0.03538021874534389}, {'tortuosity': 1.2882055845065687, 'mean_curvature': 0.11046623830593125, 'curvature_variance': 0.013497852977892681}, {'tortuosity': 1.7041507499104198, 'mean_curvature': 0.37474475344570524, 'curvature_variance': 0.5362097377880997}, {'tortuosity': 1.1263553210936494, 'mean_curvature': 0.07694819204748192, 'curvature_variance': 0.002873568944430608}, {'tortuosity': 1.1113153666039197, 'mean_curvature': 0.062307785367066465, 'curvature_variance': 0.003213229393314047}, {'tortuosity': 1.255157311450046, 'mean_curvature': 0.19744359200399178, 'curvature_variance': 0.11409227525808985}, {'tortuosity': 1.2096085595826185, 'mean_curvature': 0.16592048315684432, 'curvature_variance': 0.038508072300717414}, {'tortuosity': 1.4434579658921096, 'mean_curvature': 0.19350500376111893, 'curvature_variance': 0.048988768240205705}, {'tortuosity': 1.2604890226370715, 'mean_curvature': 0.0753887662616293, 'curvature_variance': 0.006412708879565131}, {'tortuosity': 1.0780295255086807, 'mean_curvature': 0.01718584019134795, 'curvature_variance': 0.0006637477959805842}, {'tortuosity': 1.404861883375302, 'mean_curvature': 0.20185172496162754, 'curvature_variance': 0.08830314913323731}, {'tortuosity': 1.1558981356245368, 'mean_curvature': 0.1135595851379559, 'curvature_variance': 0.005665943532756576}, {'tortuosity': 2.590543071031476, 'mean_curvature': 0.3895755124869725, 'curvature_variance': 0.12438795272127247}, {'tortuosity': 1.2400742358916945, 'mean_curvature': 0.09363733358931467, 'curvature_variance': 0.009062212177751596}, {'tortuosity': 1.3949756881096769, 'mean_curvature': 0.17737461312008238, 'curvature_variance': 0.061460581030400516}, {'tortuosity': 1.2672578221388264, 'mean_curvature': 0.12437091917018306, 'curvature_variance': 0.006601524511821151}, {'tortuosity': 1.1230141329439027, 'mean_curvature': 0.08487823121411127, 'curvature_variance': 0.005671765142084448}, {'tortuosity': 1.1705585256830393, 'mean_curvature': 0.08595956782660645, 'curvature_variance': 0.004966741412243381}, {'tortuosity': 1.1949240293520447, 'mean_curvature': 0.09769753564363752, 'curvature_variance': 0.00950858294467679}, {'tortuosity': 1.2621381236713307, 'mean_curvature': 0.23336040168320107, 'curvature_variance': 0.044273574237866674}, {'tortuosity': 2.0353750403039568, 'mean_curvature': 0.3156151410255833, 'curvature_variance': 0.20834504873343512}, {'tortuosity': 1.6750587295035613, 'mean_curvature': 0.15235855414917493, 'curvature_variance': 0.051429079214869076}, {'tortuosity': 1.1813490229672643, 'mean_curvature': 0.08458759797838862, 'curvature_variance': 0.0060400360183338235}, {'tortuosity': 1.2226353920943307, 'mean_curvature': 0.08220614856435848, 'curvature_variance': 0.01138693843271443}, {'tortuosity': 1.1642330237216663, 'mean_curvature': 0.13007108348620602, 'curvature_variance': 0.06554559242414702}]"
